nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0001012	Claudia Cardinale	1938	NA	actress,soundtrack	tt0083946,tt0056801,tt0064116,tt0057413
nm0001017	John Carradine	1906	1988	actor,soundtrack	tt0049833,tt0084649,tt0031971,tt0032551
nm0001023	John Cassavetes	1929	1989	actor,director,writer	tt0061578,tt0065867,tt0087644,tt0063522
nm0001037	Graham Chapman	1941	1989	writer,actor,soundtrack	tt0071853,tt0063929,tt0085959,tt0079470
nm0001050	Montgomery Clift	1920	1966	actor,writer,soundtrack	tt0043924,tt0045793,tt0055031,tt0040724
nm0001055	Claudette Colbert	1903	1996	actress,soundtrack	tt0025316,tt0037280,tt0035169,tt0029929
nm0001072	Joseph Cotten	1905	1994	actor,soundtrack,writer	tt0041959,tt0070723,tt0033467,tt0040705
nm0001076	Joan Crawford	1904	1977	actress,soundtrack,writer	tt0056687,tt0046446,tt0037913,tt0042376
nm0001077	Richard Crenna	1926	2003	actor,director,soundtrack	tt0089880,tt0083944,tt0107144,tt0095956
nm0001088	Peter Cushing	1913	1994	actor,art_department,soundtrack	tt0050280,tt0076759,tt0052905,tt0051554
nm0001094	Roald Dahl	1916	1990	writer,actor,soundtrack	tt0047708,tt0062803,tt0100944,tt0062512
nm0001096	Timothy Dalton	1946	NA	actor,soundtrack	tt0080745,tt0093428,tt0425112,tt0097742
nm0001115	Ossie Davis	1917	2005	actor,writer,director	tt0109446,tt0107050,tt0281686,tt0097216
nm0001120	Vittorio De Sica	1901	1974	actor,director,writer	tt0047313,tt0040522,tt0045274,tt0053856
nm0001121	Brandon De Wilde	1942	1972	actor,soundtrack	tt0059309,tt0057163,tt0044896,tt0046303
nm0001124	Cecil B. DeMille	1881	1959	producer,director,editor	tt0044672,tt0043014,tt0049833,tt0041838
nm0001129	Jonathan Demme	1944	2017	director,producer,writer	tt1084950,tt0107818,tt0102926,tt0268126
nm0001132	Judi Dench	1934	NA	actress,music_department,soundtrack	tt0138097,tt1074638,tt1412386,tt0465551
nm0001136	Bruce Dern	1936	NA	actor,producer,soundtrack	tt1821549,tt0068421,tt0096734,tt3460252
nm0001140	Philip K. Dick	1928	1982	writer	tt0405296,tt0100802,tt0181689,tt0083658
nm0001149	Richard Donner	1930	NA	director,producer,actor	tt0093409,tt0078346,tt0300556,tt0089457
nm0001150	James Doohan	1920	2005	actor,miscellaneous	tt0092007,tt0060028,tt0084726,tt0102975
nm0001158	Keir Dullea	1936	NA	actor,soundtrack	tt0055892,tt0086837,tt0062622,tt0343737
nm0001159	Faye Dunaway	1941	NA	actress,producer,director	tt0071315,tt0082766,tt0074958,tt0061418
nm0001171	Buddy Ebsen	1908	2003	actor,soundtrack,producer	tt0027421,tt0027387,tt0054698,tt0055662
nm0001175	Blake Edwards	1922	2010	writer,producer,director	tt0051301,tt0057413,tt0075066,tt0084865
nm0001179	Anita Ekberg	1931	2015	actress,miscellaneous	tt0049934,tt0047889,tt0053779,tt0051985
nm0001186	Denholm Elliott	1922	1992	actor	tt0097576,tt0086465,tt0082971,tt0091867
nm0001191	Adam Sandler	1966	NA	actor,producer,writer	tt0142342,tt0120888,tt0120484,tt0185431
nm0001195	Douglas Fairbanks Jr.	1909	2000	actor,producer,soundtrack	tt0041363,tt0021079,tt0024373,tt0029442
nm0001203	William Faulkner	1897	1962	writer	tt5208974,tt0051055,tt0037382,tt0038355
nm0001204	Marty Feldman	1934	1982	writer,actor,script_department	tt0129696,tt0072431,tt0080917,tt0076297
nm0001215	Albert Finney	1936	2019	actor,producer,soundtrack	tt0195685,tt0319061,tt0054269,tt0071877
nm0001220	Ian Fleming	1908	1964	writer,miscellaneous	tt0381061,tt0055928,tt0059800,tt0086006
nm0001224	Errol Flynn	1909	1959	actor,writer,producer	tt0029843,tt0041955,tt0026174,tt0040076
nm0001225	Nina Foch	1924	2008	actress,miscellaneous,soundtrack	tt0049833,tt0054331,tt0037932,tt0043278
nm0001229	Glenn Ford	1916	2006	actor,producer,soundtrack	tt0078346,tt0038559,tt0055312,tt0056956
nm0001239	John Frankenheimer	1930	2002	director,miscellaneous,producer	tt0058576,tt0056218,tt0119189,tt0116654
nm0001241	Stephen Frears	1941	NA	director,producer,actor	tt0094947,tt2431286,tt0301199,tt0436697
nm0001257	Ava Gardner	1922	1990	actress,soundtrack,stunts	tt0043899,tt0046085,tt0053137,tt0058404
nm0001260	John Gavin	1931	2018	actor,soundtrack	tt0062362,tt0052296,tt0054215,tt0054331
nm0001270	Brian Gibson	1944	2004	director,writer,producer	tt0080469,tt0102167,tt0120679,tt0165592
nm0001273	Lillian Gish	1893	1993	actress,writer,soundtrack	tt0038499,tt0094315,tt0048424,tt0019585
nm0001276	Jackie Gleason	1916	1987	actor,music_department,writer	tt0042114,tt0076729,tt0081529,tt0054997
nm0001284	Michael Gough	1916	2011	actor	tt0088286,tt0118688,tt0096895,tt0112462
nm0001294	Graham Greene	1904	1991	writer,actor,producer	tt0172396,tt0041959,tt0040338,tt0258068
nm0001296	Lorne Greene	1915	1987	actor,soundtrack,producer	tt0052451,tt0077215,tt0071455,tt0047494
nm0001302	Christopher Guest	1948	NA	actor,writer,soundtrack	tt0310281,tt0118111,tt0218839,tt0088258
nm0001313	George Hamilton	1939	NA	actor,producer,soundtrack	tt0079489,tt0083366,tt0278823,tt0099674
nm0001318	Jean Harlow	1911	1937	actress,soundtrack	tt0023382,tt0023948,tt0027884,tt0023825
nm0001321	Richard Harris	1930	2002	actor,soundtrack,producer	tt0061439,tt0245844,tt0172495,tt0105695
nm0001322	Rex Harrison	1908	1990	actor,soundtrack,producer	tt0061584,tt0058385,tt0056937,tt0039420
nm0001328	Howard Hawks	1896	1977	director,producer,writer	tt0056059,tt0053221,tt0040724,tt0059641
nm0001329	Nigel Hawthorne	1929	2001	actor,producer	tt0120772,tt0080306,tt0106697,tt0110428
nm0001333	Susan Hayward	1917	1975	actress,soundtrack	tt0051758,tt0048191,tt0045333,tt0041672
nm0001336	Van Heflin	1908	1971	actor,soundtrack	tt0040876,tt0050086,tt0046791,tt0046303
nm0001338	Brian Helgeland	1961	NA	writer,director,producer	tt0183790,tt0119488,tt0453562,tt0328107
nm0001345	Jim Henson	1936	1990	writer,actor,producer	tt0063951,tt0083791,tt0079588,tt0074028
nm0001351	George Roy Hill	1921	2002	director,actor,writer	tt0069280,tt0076723,tt0064115,tt0070735
nm0001359	Sterling Holloway	1905	1992	actor,soundtrack,miscellaneous	tt0061852,tt0043274,tt0065421,tt0076363
nm0001369	Rock Hudson	1925	1985	actor,soundtrack,producer	tt0054759,tt0055100,tt0053172,tt0049261
nm0001371	Tom Hulce	1953	NA	actor,soundtrack,producer	tt0086879,tt0077975,tt0098067,tt0116583
nm0001374	Jeffrey Hunter	1926	1969	actor,producer,soundtrack	tt0056197,tt0055047,tt0049279,tt0049730
nm0001375	Kim Hunter	1922	2002	actress,soundtrack	tt0065462,tt0067065,tt0044081,tt0063442
nm0001379	John Huston	1906	1987	actor,director,writer	tt0043265,tt0040897,tt0049513,tt0071315
nm0001385	Eric Idle	1943	NA	actor,writer,soundtrack	tt0096764,tt0085959,tt0079470,tt0071853
nm0001415	Elia Kazan	1909	2003	director,writer,producer	tt0056825,tt0048028,tt0047296,tt0044081
nm0001417	Brian Keith	1921	1997	actor,director,soundtrack	tt0062185,tt0055277,tt0096487,tt0073906
nm0001419	Sally Kellerman	1937	NA	actress,soundtrack,miscellaneous	tt0066026,tt0110907,tt1623280,tt0090685
nm0001420	DeForest Kelley	1920	1999	actor,soundtrack	tt0060028,tt0084726,tt0098382,tt0102975
nm0001421	George Kennedy	1925	2016	actor,miscellaneous	tt0065377,tt0102510,tt0056923,tt0061512
nm0001430	Jack Klugman	1922	2012	actor,writer,director	tt0055895,tt0074042,tt0050083,tt0065329
nm0001449	Frank Langella	1938	NA	actor,soundtrack	tt0093507,tt0362478,tt1990314,tt0870111
nm0001452	Charles Laughton	1899	1962	actor,soundtrack,writer	tt0054331,tt0051201,tt0024473,tt0026752
nm0001453	Piper Laurie	1932	NA	actress,soundtrack,director	tt0133751,tt0098936,tt0074285,tt0054997
nm0001458	Cloris Leachman	1926	NA	actress,soundtrack	tt0371246,tt0067328,tt0481499,tt0072431
nm0001460	Mimi Leder	1952	NA	producer,director,script_department	tt2699128,tt4669788,tt0119874,tt0120647
nm0001463	Janet Leigh	1927	2004	actress,soundtrack,miscellaneous	tt0056891,tt0056218,tt0080749,tt0054215
nm0001465	Elmore Leonard	1925	2013	writer,producer,miscellaneous	tt0113161,tt1489428,tt0119396,tt0120780
nm0001466	Sergio Leone	1929	1989	assistant_director,writer,director	tt0058461,tt0060196,tt0087843,tt0067140
nm0001485	Myrna Loy	1905	1993	actress,soundtrack	tt0025878,tt0040613,tt0027884,tt0036868
nm0001486	Sidney Lumet	1924	2011	director,producer,writer	tt0072890,tt0050083,tt0071877,tt0292963
nm0001489	Paul Lynde	1926	1982	actor,soundtrack,writer	tt0058571,tt0058953,tt0060463,tt0056891
nm0001495	Patrick Macnee	1922	2015	actor,costume_department,soundtrack	tt0082533,tt0054518,tt0090264,tt0076984
nm0001500	Karl Malden	1912	2009	actor,soundtrack,director	tt0066206,tt0044081,tt0048973,tt0047296
nm0001501	Louis Malle	1932	1995	director,writer,producer	tt0097884,tt0080388,tt0092593,tt0071733
nm0001509	Dean Martin	1917	1995	soundtrack,actor,producer	tt0060728,tt0060980,tt0053221,tt0082136
nm0001522	Roddy McDowall	1928	1998	actor,producer,soundtrack	tt0089175,tt0093693,tt0068408,tt0063442
nm0001526	Patrick McGoohan	1928	2009	actor,producer,director	tt0061287,tt0079116,tt0112573,tt1466074
nm0001536	Toshirô Mifune	1920	1997	actor,producer,director	tt0055630,tt0050613,tt0047478,tt0057565
nm0001537	Ray Milland	1907	1986	actor,director,soundtrack	tt0066011,tt0046912,tt0037415,tt0037884
nm0001542	Jay Mohr	1970	NA	actor,writer,producer	tt0120241,tt0139239,tt0223897,tt0116695
nm0001545	Dudley Moore	1935	2002	actor,writer,music_department	tt0078721,tt0076161,tt0082031,tt0061391
nm0001547	Agnes Moorehead	1900	1974	actress,soundtrack,miscellaneous	tt0058213,tt0057733,tt0035015,tt0033467
nm0001549	Rita Moreno	1931	NA	actress,soundtrack,producer	tt0055614,tt0118421,tt0049408,tt0167742
nm0001553	Ennio Morricone	1928	2020	composer,soundtrack,music_department	tt1924396,tt0094226,tt0120731,tt3460252
nm0001565	Mike Newell	1942	NA	director,producer,actor	tt0109831,tt0330373,tt0119008,tt0104522
nm0001566	Mike Nichols	1931	2014	director,producer,miscellaneous	tt0061184,tt0061722,tt0376541,tt0115685
nm0001569	Chuck Norris	1940	NA	actor,music_department,producer	tt0094792,tt0068935,tt1764651,tt0106168
nm0001571	Kim Novak	1933	NA	actress,costume_department,soundtrack	tt0048491,tt0052357,tt0051406,tt0058265
nm0001588	Jack Palance	1920	2006	actor,soundtrack,director	tt0057345,tt0101587,tt0098439,tt0046303
nm0001589	Michael Palin	1943	NA	actor,writer,soundtrack	tt0085959,tt0071853,tt0081633,tt0095159
nm0001596	Pier Paolo Pasolini	1922	1975	writer,director,actor	tt0065622,tt0061613,tt0050783,tt0073650
nm0001602	Guy Pearce	1967	NA	actor,soundtrack,director	tt0119488,tt0109045,tt2345737,tt0209144
nm0001603	Sam Peckinpah	1925	1984	writer,director,producer	tt0067800,tt0049366,tt0065214,tt0068638
nm0001620	Slim Pickens	1919	1983	actor,soundtrack,writer	tt0068638,tt0057012,tt0078723,tt0071230
nm0001626	Christopher Plummer	1929	NA	actor,soundtrack,producer	tt0140352,tt0268978,tt5294550,tt1532503
nm0001628	Sydney Pollack	1934	2008	director,producer,actor	tt0120663,tt0084805,tt0465538,tt0089755
nm0001637	Vincent Price	1911	1993	actor,soundtrack,writer	tt0049833,tt0066740,tt0037008,tt0091149
nm0001647	Claude Rains	1889	1967	actor,soundtrack	tt0024184,tt0038787,tt0034583,tt0029843
nm0001648	Charlotte Rampling	1946	NA	actress,soundtrack,camera_department	tt1334260,tt0324133,tt2094766,tt3544082
nm0001651	Basil Rathbone	1892	1967	actor,soundtrack,miscellaneous	tt0049096,tt0029843,tt0035318,tt0028203
nm0001652	John Ratzenberger	1947	NA	actor,director,soundtrack	tt0083399,tt0114709,tt0317705,tt0910970
nm0001656	Donna Reed	1921	1986	actress,soundtrack	tt0077000,tt0051267,tt0045793,tt0038650
nm0001657	Oliver Reed	1938	1999	actor,soundtrack	tt0096764,tt0063385,tt0080658,tt0172495
nm0001665	Lee Remick	1935	1991	actress,soundtrack	tt0057681,tt0052561,tt0075005,tt0055895
nm0001666	Debbie Reynolds	1932	2016	actress,soundtrack,writer	tt0051051,tt0119360,tt0058708,tt0045152
nm0001672	Joan Rivers	1933	2014	writer,actress,producer	tt0094012,tt1300854,tt0111127,tt0078133
nm0001673	Jason Robards	1922	2000	actor,soundtrack	tt0064116,tt0098067,tt0175880,tt0074119
nm0001677	Ginger Rogers	1911	1995	actress,soundtrack	tt0034299,tt0035019,tt0032671,tt0044916
nm0001682	Mickey Rooney	1920	2014	actor,soundtrack,producer	tt0031066,tt0054698,tt0057193,tt0056406
nm0001691	Geoffrey Rush	1951	NA	actor,soundtrack,producer	tt0138097,tt0117631,tt1504320,tt0180073
nm0001692	Ken Russell	1927	2011	director,writer,actor	tt0073812,tt0066858,tt0080360,tt0066993
nm0001693	Eva Marie Saint	1924	NA	actress,producer	tt0053125,tt0348150,tt1837709,tt0047296
nm0001695	George Sanders	1906	1972	actor,soundtrack,writer	tt0032976,tt0037988,tt0042192,tt0061852
nm0001697	Chris Sarandon	1942	NA	actor,soundtrack,producer	tt0094862,tt0072890,tt0089175,tt0093779
nm0001705	Rob Schneider	1963	NA	actor,writer,producer	tt0205000,tt0255798,tt0302640,tt0367652
nm0001715	George C. Scott	1927	1999	actor,director,producer	tt0054997,tt0066206,tt0080516,tt0057012
nm0001719	George Segal	1934	NA	actor,soundtrack,producer	tt0097778,tt0070819,tt1190080,tt0061184
nm0001727	Robert Shaw	1927	1978	actor,writer,soundtrack	tt0057076,tt0073195,tt0060665,tt0070735
nm0001731	Sam Shepard	1943	2017	actor,writer,soundtrack	tt0086197,tt1935179,tt0265086,tt1322269
nm0001737	Martin Short	1950	NA	actor,writer,producer	tt0452681,tt1791528,tt0093260,tt0092086
nm0001739	Jean Simmons	1929	2010	actress,soundtrack	tt0048140,tt0054331,tt0040416,tt0347149
nm0001749	Maggie Smith	1934	NA	actress,soundtrack	tt1412386,tt0091867,tt3722070,tt0280707
nm0001766	Barbara Stanwyck	1907	1990	actress,soundtrack	tt0033804,tt0033373,tt0036775,tt0058791
nm0001768	Rod Steiger	1925	2002	actor,soundtrack	tt0047296,tt0059575,tt0061811,tt0067140
nm0001772	Patrick Stewart	1940	NA	actor,producer,director	tt3315342,tt0117731,tt0120903,tt0120844
nm0001774	Ben Stiller	1965	NA	producer,actor,director	tt0942385,tt0196229,tt0129387,tt1608290
nm0001777	Dean Stockwell	1936	NA	actor,soundtrack,director	tt0087884,tt0087182,tt0096684,tt0095593
nm0001779	Tom Stoppard	1937	NA	writer,actor,producer	tt0138097,tt1956017,tt0100519,tt0088846
nm0001782	Susan Strasberg	1938	1999	actress	tt0100558,tt0048491,tt0055505,tt0052961
nm0001786	George Takei	1937	NA	actor,soundtrack,writer	tt0084726,tt0088170,tt0102975,tt0060028
nm0001791	Robert Taylor	1911	1969	actor,soundtrack	tt0048528,tt0043949,tt0029395,tt0028683
nm0001792	Rod Taylor	1930	2015	actor,music_department,soundtrack	tt0055254,tt0056869,tt0361748,tt0054387
nm0001797	Rachel Ticotin	1958	NA	actress,miscellaneous	tt0100802,tt0118880,tt0406759,tt0106856
nm0001801	Robert Towne	1934	NA	writer,producer,actor	tt0117060,tt0096244,tt0073692,tt0071315
nm0001811	Peter Ustinov	1921	2004	actor,writer,director	tt0054331,tt0074812,tt0077413,tt0055796
nm0001816	Robert Vaughn	1932	2016	actor,director	tt0062765,tt0072308,tt0054047,tt0086393
nm0001822	Robert Wagner	1930	NA	actor,producer,soundtrack	tt0106770,tt0118655,tt0072308,tt0295178
nm0001829	Rachel Ward	1957	NA	actress,director,writer	tt0086859,tt0083064,tt0085101,tt0083798
nm0001831	David Warner	1941	NA	actor,soundtrack	tt0102975,tt0084827,tt0120338,tt0113409
nm0001847	Richard Widmark	1914	2008	actor,producer,soundtrack	tt0077355,tt0071877,tt0053580,tt0039536
nm0001850	Billy Dee Williams	1937	NA	actor,soundtrack,writer	tt0086190,tt0080684,tt4116284,tt2527338
nm0001852	Treat Williams	1951	NA	actor,soundtrack,director	tt0079261,tt0117331,tt0118956,tt0114660
nm0001870	Robert Young	1907	1998	actor,soundtrack,producer	tt0063927,tt0039286,tt0046600,tt0033686
nm0001876	Catherine Zeta-Jones	1969	NA	actress,soundtrack	tt0299658,tt0120746,tt0137494,tt0181865
nm0001884	Max von Sydow	1929	2020	actor,soundtrack,director	tt0181689,tt0080745,tt0477302,tt0050976
nm0001888	Robert Douglas	1909	1999	director,actor,producer	tt0041386,tt0040076,tt0044760,tt0053335
nm0001891	Anthony Higgins	1947	NA	actor,soundtrack	tt0083851,tt0082971,tt0088851,tt0090357
nm0001904	Corey Allen	1934	2010	director,actor,writer	tt0081873,tt0048545,tt0092455,tt0068135
nm0001907	Eric Ambler	1909	1998	writer,producer,actor	tt0042553,tt0047376,tt0045659,tt0051994
nm0001919	Peggy Ashcroft	1907	1991	actress	tt0080212,tt0087892,tt0026029,tt0067805
nm0001920	Isaac Asimov	1920	1992	writer,miscellaneous,actor	tt0182789,tt0343818,tt0079945,tt0094529
nm0001922	Jean-Pierre Aumont	1911	2001	actor,writer,soundtrack	tt0046000,tt0044816,tt0070460,tt0039852
nm0001933	Geoffrey Bayldon	1924	2017	actor	tt0061452,tt0056751,tt0063881,tt0051994
nm0001943	Marisa Berenson	1947	NA	actress,soundtrack	tt5943392,tt0068327,tt0072684,tt1130984
nm0001948	Charles Bickford	1891	1967	actor,soundtrack	tt0047522,tt0039370,tt0036377,tt0039224
nm0001954	Claire Bloom	1931	NA	actress	tt0044837,tt0057129,tt1504320,tt0082186
nm0001957	Lloyd Bochner	1924	2005	actor	tt0062138,tt0102510,tt0085863,tt0071054
nm0001961	Ray Bolger	1904	1987	actor,soundtrack	tt0044370,tt0032138,tt0027698,tt0054649
nm0001969	Ray Bradbury	1920	2012	writer,producer,actor	tt0049513,tt0088591,tt0086336,tt0060390
nm0001972	Richard Briers	1934	2013	actor,soundtrack	tt0107616,tt0078480,tt0075511,tt0316396
nm0001982	Sebastian Cabot	1918	1977	actor,soundtrack	tt0057546,tt0061852,tt0059982,tt0054387
nm0001983	Rory Calhoun	1922	1999	actor,producer,writer	tt0081184,tt0105191,tt0039133,tt0045891
nm0001986	Truman Capote	1924	1984	writer,soundtrack,actor	tt0233023,tt0074937,tt0055018,tt0054698
nm0001989	Leslie Caron	1931	NA	actress,soundtrack	tt0043278,tt0241303,tt0046000,tt0051658
nm0001991	Leo G. Carroll	1886	1972	actor	tt0057765,tt0038109,tt0044079,tt0053125
nm0002005	Agatha Christie	1890	1976	writer,camera_department	tt3402236,tt0029171,tt0051201,tt1349600
nm0002009	Arthur C. Clarke	1917	2008	writer,actor,art_department	tt0086837,tt0062622,tt0134933,tt0043238
nm0002011	Lee J. Cobb	1911	1976	actor,director,soundtrack	tt0070047,tt0053804,tt0050083,tt0047296
nm0002019	Kevin Corcoran	1949	2015	assistant_director,actor,producer	tt0054390,tt0050798,tt0054357,tt0054195
nm0002021	Noël Coward	1899	1973	writer,soundtrack,actor	tt0064505,tt0034891,tt0037558,tt0038363
nm0002025	Hume Cronyn	1911	2003	actor,producer,writer	tt0092494,tt0088850,tt0088933,tt0036342
nm0002030	George Cukor	1899	1983	director,miscellaneous,assistant_director	tt0032904,tt0058385,tt0050631,tt0047522
nm0002031	Michael Curtiz	1886	1962	director,actor,writer	tt0054757,tt0029843,tt0034583,tt0047673
nm0002034	Jane Darwell	1879	1967	actress	tt0031381,tt0036244,tt0032551,tt0058331
nm0002039	Ruby Dee	1922	2014	actress,soundtrack,writer	tt0097216,tt0102175,tt0055353,tt0765429
nm0002042	Charles Dickens	1812	1870	writer,soundtrack,miscellaneous	tt0119223,tt0096061,tt0063385,tt0095776
nm0002045	Stanley Donen	1924	2019	director,miscellaneous,producer	tt0045152,tt0056923,tt0050419,tt0062407
nm0002050	Irene Dunne	1898	1990	actress,soundtrack	tt0031593,tt0028597,tt0028355,tt0040458
nm0002072	Mel Ferrer	1917	2008	actor,director,miscellaneous	tt0062467,tt0046000,tt0049934,tt0053454
nm0002075	Peter Finch	1916	1977	actor,soundtrack	tt0054403,tt0049871,tt0067805,tt0074958
nm0002078	Frederic Forrest	1936	NA	actor	tt0096639,tt0106856,tt0078788,tt0071360
nm0002080	Bob Fosse	1927	1987	miscellaneous,soundtrack,actor	tt0068327,tt0071746,tt0078754,tt0256153
nm0002081	Edward Fox	1937	NA	actor,producer,miscellaneous	tt0075784,tt0086006,tt0083987,tt0069947
nm0002082	James Franciscus	1934	1991	actor,producer,writer	tt0065761,tt0065163,tt0070248,tt0065462
nm0002087	Samuel Fuller	1912	1997	writer,director,actor	tt0050407,tt0044072,tt0057495,tt0046187
nm0002088	Annette Funicello	1942	2013	actress,soundtrack,writer	tt0059287,tt0058384,tt0057887,tt0054649
nm0002091	Michael Gambon	1940	NA	actor,soundtrack,music_department	tt1201607,tt0280707,tt0417741,tt0097108
nm0002095	Will Geer	1902	1978	actor,soundtrack	tt0068149,tt0062708,tt0043137,tt0068762
nm0002102	Sharon Gless	1943	NA	actress,producer	tt0083395,tt0262985,tt0810788,tt1315214
nm0002103	Julian Glover	1935	NA	actor	tt0295297,tt0080684,tt0082398,tt0097576
nm0002106	Ruth Gordon	1896	1985	actress,writer,soundtrack	tt0059314,tt0077523,tt0067185,tt0063522
nm0002107	Betty Grable	1916	1973	actress,soundtrack	tt0032410,tt0045891,tt0037651,tt0033740
nm0002108	Gloria Grahame	1923	1981	actress,soundtrack	tt0044391,tt0038650,tt0045555,tt0042593
nm0002131	Laurence Harvey	1928	1973	actor,director,producer	tt0056218,tt0053580,tt0056700,tt0059084
